Tweet,Actual_Sentiment,Predicted_Sentiment
Superd..First Gold #CWG2022 @mirabai_chanu  https://t.co/Vz2PaY7F0C,neutral,neutral
Congratulate #PGururaja on bagging #Bronze in the Men's 61 kg Finals at @birminghamcg22. May he continue to bring glory for #India and make the nation proud. Wish him all the best for future endeavours.  #CWG2022 #Birmingham,positive,positive
#Indian Men's #Hockey Team to start #CWG2022  campaign against Ghana   https://t.co/SyojvaqMXC,neutral,neutral
▪️ Rising number 📈 of doping cases 💉 ▪️ Local bodies facing issues with WADA 🆚  Read to know how doping 💉 is hampering the growth of Olympic sports in India 🇮🇳 ⤵️  #Doping 💉 #CWG2022🏅 #B2022 🏟️   https://t.co/xByUHlkXEE,positive,positive
@ChennaiIPL @mirabai_chanu Lifting up the first Gold for India at #CWG2022    Super Congratulations Mirabai Madam.  Was lucky to have got a personalized autograph.  Super Proud #WhistleForIndia #WhistlePodu  https://t.co/yT4PqpUZbP,positive,positive
"India strikes Gold!🥇🇮🇳  Heartiest congratulations to the CWG defending champion and the pride of India, Saikhom Mirabai Chanu for once again clinching a Gold medal at the Commonwealth Games, in the 49 Kg category of weightlifting.  #MirabaiChanu #CWG2022 #CommonwealthGames  https://t.co/SHTrLDvlCj",positive,positive
Golden Boy with Golden Girl❤️  #CWG2022 #JeremyLalrinnunga #Meerabaichanu #CWG2022India #weightlifting  https://t.co/qXiRHxF7lr,neutral,neutral
#CWG2022 #B2022   #Boxing: Lynch has the height advantage and Thapa seems to be far more defensive because of that but has successfully landed crisper punches in. R1 in favour of the Indian.  Day 3 live blog:  https://t.co/BkkpCvMZod  https://t.co/i65PJBnZm1,positive,positive
Congratulations Dear Sister #MirabaiChanu for winning in #CWG2022 🥳🥳.. Shining the Name of our Country India ♥️😍😍 #CWG2022India 👍🏻,positive,positive
Incredible performance by @BCCIWomen .. outstanding bowling by @renukasinghthakur #renukasinghthakur  Go for win #cwg2022 #CommonwealthGames2022 #indianwomencricketteam #teamindia,positive,positive
"Achinta Sheuli successfully lifts 143Kg in his 3rd lift in Snatch, smashes the Commonwealth Games Record yet again and matches his Personal Best.  #CWG2022 #B2022 #CWG2022  https://t.co/Wffuph0Jwm",positive,positive
"Congratulations @mirabai_chanu For winning Gold For Our Nation India, We All are proud of you sister. #CommonwealthGames2022  #CWG2022 #MirabaiChanu  https://t.co/X0FAnaj6pi",positive,positive
Congratulations 🎉 @mirabai_chanu Gold Medal by #MirabaiChanu in #CWG2022 at #Birmingham Weightlifting Women's 49 kg  Snatch - 89kg Cleen &amp; Jerk - 113kg  https://t.co/Jzajnza2aT,positive,positive
Medal Tally Update: Now India 🇮🇳 is on No. 6th Position total of 5 Medal (2Gold).  #CWG2022 #Cheer4India  https://t.co/0FSj2kAygg,positive,positive
#B2022 में 55 किग्रा के भारोत्तोलन प्रतियोगिता में भारत के संकेत महादेव सरगर का रजत 'स्नैच संघर्ष से भरे जीवन के बावजूद भी अपने लक्ष्य के प्रतिअपने देश के प्रति पूरी प्रतिबद्धता से खेलने वाले संकेत सरगर हमें गर्व है आप पर #Birmingham #CWG2022 #IndiaAtB2022  https://t.co/EjqWELtzOW,neutral,neutral
Another gold clinched. 🏋🏻🥇🇮🇳 and with that comes the golden smile #CWG2022 #Weightlifter #Jeremy  https://t.co/T3aSCNmfgi,positive,positive
Keep inspiring us @mirabai_chanu mam. Commentator said that only challenge for you was you. Thanks for giving us a moment of pride.  #CWG2022,positive,positive
The toss has been delayed due to rain in Edgbaston⛈️  #INDvPAK #B2022 #CWG2022   https://t.co/8eH9zm5JeP,negative,negative
5 medals for India so far in #CWG2022:  - 2 Gold. - 2 Silver. - 1 Bronze.  - All in the weightlifting department.,neutral,neutral
#MirabaiChanu GOLD MEDAL! 🥇  Mirabai Chanu wins India's first Gold Medal at the Commonwealth Games 2022 with a combined lift of 197Kg in Weightlifting - Women's 49Kg. 🇮🇳🥇  #CWG2022 #B2022  https://t.co/dz2CAAEeDD,positive,positive
Heartiest congratulations to #SanketSargar for winning the Silver in 55kg weightlifting at Commonwealth Games 2022.  Well Done Champion!  #YuvaShakti  #CWG2022. #Weightlifting #CWG2022India  https://t.co/8Rvk8EHWVm,positive,positive
In the Commonwealth.  Howrah's son Achintya Shiuli won gold for India in weightlifting. @BoseKasinath @ProfSudhir @BJP4Bengal @BJP4India #commonwealthgames #CWG2022 #bengal #India  https://t.co/y0UMu2JqfN,positive,positive
#CWG2022 @ianuragthakur  #LovlinaBorgohain,neutral,neutral
Reeth Rishya is leading 2-1 after three games in the fifth and final match. Final game for the win to take team India into the semi-finals.  #CWG2022 #B2022,positive,positive
"CWG 2022 Table Tennis -   India take a 2-0 lead in the tie as Achanta Sharath Kamal beats Singaporean Yew En Koen Pang 11-8, 11-9 11-9 in the first men’s singles!  #CWG2022  https://t.co/8DHM7XezxL",neutral,neutral
गुरुराजा पुजारी जी को कॉमनवेल्थ गेम्स 2022 में कांस्य पदक अपने नाम कर देश को गौरवान्वित करने पर बहुत - बहुत शुभकामनाएं | #cwg2022 #CommonwealthGames22  https://t.co/NmWoiBvnBE,neutral,neutral
“Marathon runner goes wrong way in race but still wins Commonwealth Games gold.” @joshwlees  Thanks for immediate report on #CWG2022 Men’s #Marathon  Mirrored by wrong turn of yr own ?  “his finally [final] kilometre or so was not all plane [-ain] sailing”  https://t.co/hnF3odNqUK  https://t.co/4XaIDKJKEM,positive,positive
Day 3 Schedule of the Commonwealth Games for the Indian Contingent. All timings in IST. LIVE across the Sony Sports Network and Sony LIV. 🇮🇳  #CWG2022 #B2022  https://t.co/AeO8XTxUBc,neutral,neutral
Jaha log khatam karte hai waha se hum shuru karte hai. Name is @mirabai_chanu @IndiaSports @birminghamcg22 #CWG2022 #Birmingham2022,neutral,neutral
"Congratulations @raltejeremy for winning the 2nd Gold medal🥇 for India in 67kg weightlifting eventat the #CWG2022.🏋️🇮🇳 #JeremyLalrinnunga Proud of you and hats off to your dedication, passion &amp; courage towards the sports &amp; India. #weightlifting  #CommonwealthGames2022  https://t.co/XWX7Qq3nn4",positive,positive
#MirabaiChanu  Wins gold at #CWG2022 Mirabai chanu clinches India's first gold medal 🏅 commonwealth game   जय हिन्द 🇮🇳  https://t.co/gbvqJzySDE,positive,positive
भारतीय वेटलिफ्टर बिंदिया रानी देवी ने @birminghamcg22 में 55 किलोग्राम वेट कैटेगरी प्रतियोगिता में रजत पदक हासिल कर देश का मान बढ़ाया है।  इस उपलब्धि के लिए हार्दिक बधाई एवं शुभकामनाएँ। देशवासियों को आप पर गर्व है।   #CWG2022  #Cheer4India  https://t.co/6EiP5QWgU2,neutral,neutral
#BREAKING | 🔴 India win 4th medal of Day 2 in #Weightlifting at the #BirminghamCommonwealthGames2022 🔴 Manipuri lifter Bindyarani Devi Sorokhaibam wins Silver in Women's 55kg event.  #CWG2022  https://t.co/AgO3ZVdhNq,positive,positive
"बर्मिंघम राष्ट्रमंडल खेलों की शुरुआत में बस एक दिन का वक्त और बचा है, 28 जुलाई से 8 अगस्त तक इन खेलों का आयोजन होगा #CommonwealthGames2022 #CWG2022 #CWG #Birmingham2022 #CommonwealthGames   https://t.co/XWKcBvOkVy",neutral,neutral
"Among the medals contenders, the Indian women cricket team will be hoping for a slice of history when they begin their campaign at the 2022 Commonwealth Games in Birmingham this month.   #CWG2022    https://t.co/uPdfDRjn32",positive,positive
"India's Chef de Mission Rajesh Bhandari, who happens to be the vice president of the Boxing Federation of India (BFI), was not pleased with the development  #CWG2022    https://t.co/eelwc1fJM0",negative,negative
#CWG2022 #B2022  #Hockey: @shahidthejudge has a quick take on the first half of that match between India and Ghana. Some frustrations for Savita &amp; Co there but still 2-0 ahead.   https://t.co/DVmbh4exJ8  https://t.co/xNBS2ezq5q,negative,neutral
"CWG 2022 Live Update: बैडमिंटन में भारत ने ली श्रीलंका पर बढ़त, लक्ष्य सेन कोर्ट पर आजमा रहे हैं किस्मत #Sports | #CWG2022   https://t.co/vyMSDG3i1z",neutral,neutral
Arh home 💜  The pride of hosting such an event in Brum is evident everywhere you go in the city. It's literally buzzing!  #CommonwealthGames #CWG2022 #B2022 #Birmingham,positive,positive
#Badminton 🏸 #CWG2022  India are among the favourites and with that comes a different kind of pressure. | ✍🏽 @aditya_c19  Read:  https://t.co/LC1rRUk81N  https://t.co/riFABNTHqm,negative,neutral
SF1: LOH va Kidambi SF2 : Laks vs Brain Yang ? #CommonwealthGames22 #Badminton #CWG2022,neutral,neutral
"32 अरब की एक फाइट ने बदली भारतीय मुक्केबाज की जिंदगी, जानिए पूरा मामला #CWG2022 #CWG  https://t.co/5lRsp4bQdh",neutral,neutral
"#TableTennis 🏓#CWG2022  Easy peasy for Manika. She takes the 2nd match defeating Kalam in straight games. India is 2-0 up now.  Next up, Sreeja against Danisha Patel.  https://t.co/IPSjPJk4Sv",positive,positive
"#CWG2022 #INDvAUS Playing XI  Australia XI: Alyssa Healy (wk), Beth Mooney, Meg Lanning (c), Tahlia McGrath, Rachael Haynes, Ashleigh Gardner, Grace Harris, Jess Jonassen, Alana King, Megan Schutt, Darcie Brown",positive,positive
CWG 2022: Weightlifter Bindyarani Devi wins silver in Women’s 55kg final #CWG2022 #BindyaraniDevi   https://t.co/8RMUIxcZH3,positive,positive
The 21-year-old clocked 25.38 to emerge the eighth fastest swimmer across semifinals to make his second final of the Birmingham Games.  #CWG #CWG2022    https://t.co/NL8B2CmpfW,neutral,neutral
Six medal Sunday! 🏴󠁧󠁢󠁷󠁬󠁳󠁿  #BBCCWG #CWG2022  https://t.co/lRLiTUcoII,positive,positive
"CWG 2022 Opening Ceremony: તિરંગો પીવી સિંધુ અને મનપ્રીત સિંહના હાથમાં, રમતોનો રંગારંગ પ્રાંરભ કરાયો  #CWG2022 #Commonwealth #TeamIndia   https://t.co/u6SYQcRfLZ",neutral,neutral
CWG 2022 LIVE Badminton: Game point for Kidambi Srikanth as India continue to dominate Pakistan #CWG2022   https://t.co/VAK0ZOisfK,negative,negative
"Basketball will mark its 3rd appearance at the Commonwealth arena but this time in the form of 3 x 3, the debut of this format at the games. Read along to get a glimpse into the Sri Lankan Squad.  https://t.co/XoTAW2p27u  #MoraSpirit #Basketball #Birmingham2022 #3x3 #CWG2022  https://t.co/w9QieML4Xl",neutral,positive
#DNHPolice congratulates Jeremy Lalrinnunga @raltejeremy for bringing nation’s second GOLD in Men's 67kg weightlifting category in #CWG2022 .   India is proud of you.   #Cheer4India  https://t.co/UmBaP4tH7i,positive,positive
#CWG2022 की #वेटलिफ्टिंग की पुरुषों के 67kg प्रतिस्पर्धा वर्ग में अदम्य साहसी 19 वर्ष के जेरेमी ने #स्वर्णपदक जीतकर देश को गौरवान्वित किया है। आपके परिश्रम और लक्ष्य के प्रति यह ऐतिहासिक विजय खिलाड़ियों हेतु प्रेरणा सिद्ध होगी। आपके इस जीत एवं उज्ज्वल भविष्य के लिए हार्दिक बधाई  https://t.co/5IdnOuIE52,neutral,neutral
"Heartiest Congratulations to Mirabai Chanu for winning the first Gold medal for India at  #CWG2022 in Women's 49kg weightlifting final. Marvelous performance! What a great We are extremely proud of you, keep flying high.Thank you for making India proud! #CommonwealthGames  https://t.co/ycLS7SeGqQ",positive,positive
Yo what!  What happened #Pakistan ?? #badminton #CommonwealthGames2022  #CWG2022  https://t.co/8tsGZMIRAz,neutral,neutral
"The way Pakistan #Hockey team played against South Africa, looks like there will not be any India Pakistan game in this edition of #CWG2022   India will play for 1-4 and Pakistan will play for 5-8. Let’s see",positive,positive
@devusinh @mirabai_chanu The golden girl of india 🇮🇳🇮🇳 🥇🥇🥇  @mirabai_chanu clinches India's first gold medal of #CWG2022.  Next stop Olympics 2024 Gold🥇  #CommonwealthGames2022 #MirabaiChanu,positive,positive
India's Gold Rush continues at #CWG2022.  Congratulations @raltejeremy for giving India 🇮🇳 it’s second 🥇 in Men’s 67 kg Category Weightlifting at @birminghamcg22. We are proud of you. My best wishes.   #CommonwealthGames2022  https://t.co/VkWfUMIHQx,positive,positive
"Congratulations on winning 1st #GoldMedal in #CWG2022...🥳🥳🥳... &amp; I just hope, wish &amp; pray ki #MirabaiChanu ka is baar ke #Olympic me gold medal jeetne ka sapna pura ho...🙏😇😇",positive,positive
